Con,Ecg,ecg_filtered,ecg_pow,ecg_pow100
-1.00,1.75,0.08,0.00,0.59
-1.00,1.76,0.03,0.00,0.04
-1.00,1.83,0.04,0.00,0.05
-1.00,1.83,-0.01,-0.00,-0.00
-1.00,1.90,0.02,0.00,0.01
-1.00,1.91,-0.02,-0.00,-0.01
-1.00,1.94,-0.01,-0.00,-0.00
-1.00,1.95,-0.01,-0.00,-0.00
-1.00,1.99,0.01,0.00,0.00
-1.00,1.99,-0.02,-0.00,-0.00
-1.00,2.03,0.01,0.00,0.00
-1.00,2.02,-0.01,-0.00,-0.00
-1.00,2.03,0.01,0.00,0.00
-1.00,1.96,-0.02,-0.00,-0.00
-1.00,1.92,0.02,0.00,0.00
-1.00,1.81,-0.00,-0.00,-0.00
-1.00,1.78,0.03,0.00,0.03
-1.00,1.66,-0.02,-0.00,-0.01
-1.00,1.63,0.02,0.00,0.01
-1.00,1.55,-0.02,-0.00,-0.01
-1.00,1.55,0.01,0.00,0.00
-1.00,1.51,-0.02,-0.00,-0.01
-1.00,1.54,0.01,0.00,0.00
-1.00,1.51,-0.02,-0.00,-0.01
-1.00,1.54,0.02,0.00,0.00
-1.00,1.55,-0.00,-0.00,-0.00
-1.00,1.60,0.01,0.00,0.00
-1.00,1.60,-0.01,-0.00,-0.00
-1.00,1.67,0.02,0.00,0.01
-1.00,1.67,-0.02,-0.00,-0.00
-1.00,1.73,0.01,0.00,0.00
-1.00,1.71,-0.02,-0.00,-0.01
-1.00,1.74,0.02,0.00,0.01
-1.00,1.72,-0.01,-0.00,-0.00
-1.00,1.77,0.02,0.00,0.01
-1.00,1.75,-0.02,-0.00,-0.01
-1.00,1.75,-0.00,-0.00,-0.00
-1.00,1.71,-0.01,-0.00,-0.00
-1.00,1.73,0.02,0.00,0.01
-1.00,1.67,-0.02,-0.00,-0.01
-1.00,1.69,0.02,0.00,0.01
-1.00,1.64,-0.02,-0.00,-0.00
-1.00,1.67,0.02,0.00,0.01
-1.00,1.62,-0.03,-0.00,-0.02
-1.00,1.64,0.01,0.00,0.00
-1.00,1.65,-0.00,-0.00,-0.00
-1.00,1.66,-0.00,-0.00,-0.00
-1.00,1.65,-0.01,-0.00,-0.00
-1.00,1.68,0.01,0.00,0.00
-1.00,1.64,-0.02,-0.00,-0.01
-1.00,1.67,0.02,0.00,0.01
-1.00,1.62,-0.01,-0.00,-0.00
-1.00,1.63,0.02,0.00,0.01
-1.00,1.60,-0.01,-0.00,-0.00
-1.00,1.60,0.01,0.00,0.00
-1.00,1.56,-0.02,-0.00,-0.00
-1.00,1.61,0.02,0.00,0.01
-1.00,1.60,-0.02,-0.00,-0.01
-1.00,1.66,0.00,0.00,0.00
-1.00,1.66,-0.02,-0.00,-0.01
-1.00,1.74,0.02,0.00,0.01
-1.00,1.70,-0.03,-0.00,-0.03
-1.00,1.73,0.02,0.00,0.01
-1.00,1.71,0.00,0.00,0.00
-1.00,1.75,0.03,0.00,0.03
-1.00,1.74,-0.02,-0.00,-0.00
-1.00,1.81,0.02,0.00,0.01
-1.00,1.78,-0.04,-0.00,-0.06
-1.00,1.80,0.01,0.00,0.00
-1.00,1.77,-0.01,-0.00,-0.00
-1.00,1.81,0.02,0.00,0.01
-1.00,1.79,-0.01,-0.00,-0.00
-1.00,1.85,0.02,0.00,0.00
-1.00,1.78,-0.04,-0.00,-0.07
-1.00,1.74,0.01,0.00,0.00
-1.00,1.69,0.02,0.00,0.00
-1.00,1.73,0.04,0.00,0.05
-1.00,1.73,-0.02,-0.00,-0.00
-1.00,1.75,-0.01,-0.00,-0.00
-1.00,1.69,-0.04,-0.00,-0.07
-1.00,1.73,0.03,0.00,0.03
-1.00,2.10,0.11,0.00,1.17
-1.00,2.66,0.02,0.00,0.01
-1.00,2.56,-0.30,-0.03,-27.02
-1.00,1.92,-0.20,-0.01,-8.05
-1.00,1.38,0.20,0.01,8.22
-1.00,1.43,0.44,0.08,83.20
-1.00,1.53,0.11,0.00,1.40
-1.00,1.62,-0.15,-0.00,-3.28
-1.00,1.64,-0.23,-0.01,-11.39
-1.00,1.68,-0.12,-0.00,-1.92
-1.00,1.67,-0.04,-0.00,-0.06
-1.00,1.77,0.08,0.00,0.48
-1.00,1.81,0.04,0.00,0.07
-1.00,1.88,0.04,0.00,0.08
-1.00,1.89,0.01,0.00,0.00
-1.00,1.92,0.02,0.00,0.01
-1.00,1.88,-0.01,-0.00,-0.00
-1.00,1.90,0.02,0.00,0.01
-1.00,1.88,-0.01,-0.00,-0.00
-1.00,1.94,0.01,0.00,0.00
-1.00,1.95,-0.03,-0.00,-0.02
-1.00,1.99,-0.01,-0.00,-0.00
-1.00,1.99,-0.02,-0.00,-0.01
-1.00,2.03,0.01,0.00,0.00
-1.00,2.01,-0.01,-0.00,-0.00
-1.00,1.99,0.01,0.00,0.00
-1.00,1.91,-0.00,-0.00,-0.00
-1.00,1.87,0.03,0.00,0.03
-1.00,1.73,-0.01,-0.00,-0.00
-1.00,1.66,0.03,0.00,0.02
-1.00,1.60,0.01,0.00,0.00
-1.00,1.60,0.00,0.00,0.00
-1.00,1.55,-0.04,-0.00,-0.05
-1.00,1.57,-0.01,-0.00,-0.00
-1.00,1.53,-0.03,-0.00,-0.02
-1.00,1.58,0.02,0.00,0.01
-1.00,1.57,-0.01,-0.00,-0.00
-1.00,1.58,0.01,0.00,0.00
-1.00,1.56,-0.00,-0.00,-0.00
-1.00,1.61,0.03,0.00,0.03
-1.00,1.61,-0.01,-0.00,-0.00
-1.00,1.66,0.01,0.00,0.00
-1.00,1.65,-0.02,-0.00,-0.01
-1.00,1.73,0.02,0.00,0.01
-1.00,1.67,-0.04,-0.00,-0.06
-1.00,1.73,0.03,0.00,0.03
-1.00,1.75,0.01,0.00,0.00
-1.00,1.81,0.00,0.00,0.00
-1.00,1.78,-0.03,-0.00,-0.03
-1.00,1.78,0.00,0.00,0.00
-1.00,1.72,-0.00,-0.00,-0.00
-1.00,1.70,0.03,0.00,0.02
-1.00,1.62,-0.00,-0.00,-0.00
-1.00,1.69,0.05,0.00,0.09
-1.00,1.68,-0.03,-0.00,-0.04
-1.00,1.74,-0.01,-0.00,-0.00
-1.00,1.74,-0.04,-0.00,-0.05
-1.00,1.79,0.01,0.00,0.00
-1.00,1.77,-0.01,-0.00,-0.00
-1.00,1.80,0.02,0.00,0.01
-1.00,1.78,0.00,0.00,0.00
-1.00,1.79,0.02,0.00,0.01
-1.00,1.74,-0.01,-0.00,-0.00
-1.00,1.74,0.01,0.00,0.00
-1.00,1.70,-0.01,-0.00,-0.00
-1.00,1.71,0.01,0.00,0.00
-1.00,1.70,-0.01,-0.00,-0.00
-1.00,1.74,0.00,0.00,0.00
-1.00,1.74,-0.02,-0.00,-0.01
-1.00,1.81,0.00,0.00,0.00
-1.00,1.79,-0.03,-0.00,-0.02
-1.00,1.83,0.02,0.00,0.01
-1.00,1.80,-0.01,-0.00,-0.00
-1.00,1.79,0.02,0.00,0.00
-1.00,1.73,-0.00,-0.00,-0.00
-1.00,1.68,0.02,0.00,0.00
-1.00,1.60,-0.00,-0.00,-0.00
-1.00,1.65,0.04,0.00,0.06
-1.00,1.68,-0.02,-0.00,-0.00
-1.00,1.77,-0.01,-0.00,-0.00
-1.00,1.82,-0.04,-0.00,-0.09
-1.00,1.88,-0.02,-0.00,-0.01
-1.00,1.85,-0.02,-0.00,-0.00
-1.00,1.86,0.03,0.00,0.04
-1.00,1.78,0.01,0.00,0.00
-1.00,1.75,0.04,0.00,0.06
-1.00,1.74,0.02,0.00,0.01
-1.00,1.76,0.00,0.00,0.00
-1.00,1.73,-0.04,-0.00,-0.05
-1.00,1.73,-0.02,-0.00,-0.00
-1.00,1.66,-0.02,-0.00,-0.01
-1.00,1.97,0.11,0.00,1.35
-1.00,2.60,0.07,0.00,0.37
-1.00,2.70,-0.26,-0.02,-17.18
-1.00,2.17,-0.27,-0.02,-19.51
-1.00,1.53,0.09,0.00,0.71
-1.00,1.39,0.42,0.07,74.81
-1.00,1.51,0.25,0.02,15.14
-1.00,1.56,-0.10,-0.00,-0.90
-1.00,1.59,-0.21,-0.01,-9.56
-1.00,1.60,-0.17,-0.00,-4.69
-1.00,1.67,-0.05,-0.00,-0.09
-1.00,1.70,0.01,0.00,0.00
-1.00,1.79,0.06,0.00,0.23
-1.00,1.80,0.03,0.00,0.02
-1.00,1.85,0.05,0.00,0.11
-1.00,1.85,0.01,0.00,0.00
-1.00,1.90,0.02,0.00,0.01
-1.00,1.91,-0.01,-0.00,-0.00
-1.00,1.96,0.00,0.00,0.00
-1.00,1.95,-0.03,-0.00,-0.04
-1.00,1.99,0.01,0.00,0.00
-1.00,1.99,-0.01,-0.00,-0.00
-1.00,2.02,0.01,0.00,0.00
-1.00,2.00,-0.01,-0.00,-0.00
-1.00,2.00,0.01,0.00,0.00
-1.00,1.98,0.00,0.00,0.00
-1.00,1.93,-0.00,-0.00,-0.00
-1.00,1.84,-0.00,-0.00,-0.00
-1.00,1.77,0.02,0.00,0.01
-1.00,1.66,-0.00,-0.00,-0.00
-1.00,1.59,0.01,0.00,0.00
-1.00,1.52,-0.00,-0.00,-0.00
-1.00,1.52,0.00,0.00,0.00
-1.00,1.51,-0.02,-0.00,-0.01
-1.00,1.54,-0.01,-0.00,-0.00
-1.00,1.54,-0.03,-0.00,-0.02
-1.00,1.56,-0.00,-0.00,-0.00
-1.00,1.53,-0.01,-0.00,-0.00
-1.00,1.55,0.03,0.00,0.03
-1.00,1.53,0.01,0.00,0.00
-1.00,1.56,0.02,0.00,0.01
-1.00,1.59,0.00,0.00,0.00
-1.00,1.66,-0.00,-0.00,-0.00
-1.00,1.68,-0.03,-0.00,-0.03
-1.00,1.71,-0.01,-0.00,-0.00
-1.00,1.73,-0.00,-0.00,-0.00
-1.00,1.75,0.01,0.00,0.00
-1.00,1.77,0.01,0.00,0.00
-1.00,1.79,0.00,0.00,0.00
-1.00,1.76,-0.01,-0.00,-0.00
-1.00,1.73,0.00,0.00,0.00
-1.00,1.67,0.00,0.00,0.00
-1.00,1.66,0.02,0.00,0.01
-1.00,1.65,0.00,0.00,0.00
-1.00,1.67,-0.00,-0.00,-0.00
-1.00,1.66,-0.02,-0.00,-0.01
-1.00,1.66,-0.01,-0.00,-0.00
-1.00,1.69,0.00,0.00,0.00
-1.00,1.72,0.00,0.00,0.00
-1.00,1.72,-0.01,-0.00,-0.00
-1.00,1.76,0.01,0.00,0.00
-1.00,1.72,-0.02,-0.00,-0.01
-1.00,1.74,0.03,0.00,0.02
-1.00,1.74,0.00,0.00,0.00
-1.00,1.74,0.01,0.00,0.00
-1.00,1.71,-0.01,-0.00,-0.00
-1.00,1.70,0.00,0.00,0.00
-1.00,1.67,0.00,0.00,0.00
-1.00,1.70,0.02,0.00,0.00
-1.00,1.71,-0.01,-0.00,-0.00
-1.00,1.72,-0.01,-0.00,-0.00
-1.00,1.71,-0.01,-0.00,-0.00
-1.00,1.74,0.01,0.00,0.00
-1.00,1.74,-0.01,-0.00,-0.00
-1.00,1.74,-0.00,-0.00,-0.00
-1.00,1.74,0.01,0.00,0.00
-1.00,1.78,0.01,0.00,0.00
-1.00,1.75,-0.02,-0.00,-0.01
-1.00,1.76,0.01,0.00,0.00
-1.00,1.75,-0.00,-0.00,-0.00
-1.00,1.73,-0.00,-0.00,-0.00
-1.00,1.69,-0.00,-0.00,-0.00
-1.00,1.74,0.03,0.00,0.04
-1.00,1.79,-0.01,-0.00,-0.00
-1.00,1.84,-0.02,-0.00,-0.01
-1.00,1.80,-0.04,-0.00,-0.09
-1.00,1.80,0.01,0.00,0.00
-1.00,1.75,0.01,0.00,0.00
-1.00,1.78,0.04,0.00,0.06
-1.00,1.79,0.01,0.00,0.00
-1.00,1.79,-0.02,-0.00,-0.01
-1.00,1.68,-0.04,-0.00,-0.08
-1.00,1.76,0.06,0.00,0.23
-1.00,2.37,0.16,0.00,4.08
-1.00,2.67,-0.16,-0.00,-4.45
-1.00,2.41,-0.29,-0.02,-24.96
-1.00,1.67,-0.12,-0.00,-1.55
-1.00,1.38,0.36,0.05,45.93
-1.00,1.46,0.35,0.04,42.09
-1.00,1.52,0.00,0.00,0.00
-1.00,1.57,-0.17,-0.01,-5.27
-1.00,1.62,-0.18,-0.01,-6.03
-1.00,1.64,-0.10,-0.00,-1.15
-1.00,1.68,-0.00,-0.00,-0.00
-1.00,1.72,0.04,0.00,0.08
-1.00,1.75,0.06,0.00,0.19
-1.00,1.79,0.04,0.00,0.08
-1.00,1.82,0.02,0.00,0.01
-1.00,1.86,0.01,0.00,0.00
-1.00,1.87,-0.01,-0.00,-0.00
-1.00,1.91,-0.00,-0.00,-0.00
-1.00,1.93,-0.02,-0.00,-0.00
-1.00,1.94,-0.01,-0.00,-0.00
-1.00,1.97,0.00,0.00,0.00
-1.00,1.99,-0.00,-0.00,-0.00
-1.00,2.00,-0.01,-0.00,-0.00
-1.00,2.02,0.01,0.00,0.00
-1.00,1.99,-0.01,-0.00,-0.00
-1.00,1.96,0.00,0.00,0.00
-1.00,1.87,-0.00,-0.00,-0.00
-1.00,1.76,0.01,0.00,0.00
-1.00,1.66,0.02,0.00,0.01
-1.00,1.57,0.01,0.00,0.00
-1.00,1.49,0.00,0.00,0.00
-1.00,1.48,0.01,0.00,0.00
-1.00,1.46,-0.03,-0.00,-0.02
-1.00,1.52,-0.01,-0.00,-0.00
-1.00,1.55,-0.03,-0.00,-0.02
-1.00,1.60,-0.01,-0.00,-0.00
-1.00,1.64,0.00,0.00,0.00
-1.00,1.67,0.01,0.00,0.00
-1.00,1.65,0.01,0.00,0.00
-1.00,1.63,0.02,0.00,0.01
-1.00,1.63,0.03,0.00,0.02
-1.00,1.62,0.00,0.00,0.00
-1.00,1.63,0.00,0.00,0.00
-1.00,1.67,-0.00,-0.00,-0.00
-1.00,1.67,-0.03,-0.00,-0.03
-1.00,1.72,-0.00,-0.00,-0.00
-1.00,1.74,-0.01,-0.00,-0.00
-1.00,1.76,-0.00,-0.00,-0.00
-1.00,1.76,0.00,0.00,0.00
-1.00,1.75,0.01,0.00,0.00
-1.00,1.74,0.01,0.00,0.00
-1.00,1.70,0.00,0.00,0.00
-1.00,1.68,0.01,0.00,0.00
-1.00,1.67,0.00,0.00,0.00
-1.00,1.66,-0.00,-0.00,-0.00
-1.00,1.68,-0.00,-0.00,-0.00
-1.00,1.70,-0.01,-0.00,-0.00
-1.00,1.73,-0.01,-0.00,-0.00
-1.00,1.73,-0.01,-0.00,-0.00
-1.00,1.75,0.01,0.00,0.00
-1.00,1.74,-0.00,-0.00,-0.00
-1.00,1.74,0.01,0.00,0.00
-1.00,1.74,0.01,0.00,0.00
-1.00,1.74,0.01,0.00,0.00
-1.00,1.73,-0.01,-0.00,-0.00
-1.00,1.72,-0.00,-0.00,-0.00
-1.00,1.69,-0.00,-0.00,-0.00
-1.00,1.70,0.01,0.00,0.00
-1.00,1.69,-0.00,-0.00,-0.00
-1.00,1.69,-0.01,-0.00,-0.00
-1.00,1.70,0.00,0.00,0.00
-1.00,1.69,-0.01,-0.00,-0.00
-1.00,1.72,0.01,0.00,0.00
-1.00,1.73,-0.01,-0.00,-0.00
-1.00,1.76,0.00,0.00,0.00
-1.00,1.77,-0.01,-0.00,-0.00
-1.00,1.78,-0.00,-0.00,-0.00
-1.00,1.77,-0.00,-0.00,-0.00
-1.00,1.77,0.01,0.00,0.00
-1.00,1.77,0.01,0.00,0.00
-1.00,1.76,-0.00,-0.00,-0.00
-1.00,1.74,-0.01,-0.00,-0.00
-1.00,1.76,0.01,0.00,0.00
-1.00,1.80,-0.00,-0.00,-0.00
-1.00,1.82,-0.02,-0.00,-0.01
-1.00,1.77,-0.03,-0.00,-0.03
-1.00,1.74,0.01,0.00,0.00
-1.00,1.73,0.03,0.00,0.02
-1.00,1.74,0.02,0.00,0.01
-1.00,1.74,-0.01,-0.00,-0.00
-1.00,1.74,-0.01,-0.00,-0.00
-1.00,1.71,-0.02,-0.00,-0.01
-1.00,1.75,0.02,0.00,0.01
-1.00,2.31,0.15,0.00,3.31
-1.00,2.74,-0.09,-0.00,-0.83
-1.00,2.56,-0.30,-0.03,-27.18
-1.00,1.80,-0.17,-0.01,-5.35
-1.00,1.38,0.31,0.03,31.18
-1.00,1.42,0.41,0.07,66.84
-1.00,1.52,0.07,0.00,0.36
-1.00,1.56,-0.19,-0.01,-6.90
-1.00,1.57,-0.22,-0.01,-10.02
-1.00,1.62,-0.10,-0.00,-1.00
-1.00,1.67,-0.02,-0.00,-0.01
-1.00,1.73,0.04,0.00,0.06
-1.00,1.75,0.05,0.00,0.09
-1.00,1.81,0.05,0.00,0.17
-1.00,1.85,0.03,0.00,0.03
-1.00,1.85,-0.00,-0.00,-0.00
-1.00,1.86,0.00,0.00,0.00
-1.00,1.90,0.01,0.00,0.00
-1.00,1.92,-0.01,-0.00,-0.00
-1.00,1.96,-0.01,-0.00,-0.00
-1.00,1.97,-0.02,-0.00,-0.00
-1.00,2.01,-0.00,-0.00,-0.00
-1.00,2.01,-0.01,-0.00,-0.00
-1.00,2.04,0.01,0.00,0.00
-1.00,2.01,-0.01,-0.00,-0.00
-1.00,2.00,0.01,0.00,0.00
-1.00,1.91,-0.01,-0.00,-0.00
-1.00,1.82,0.01,0.00,0.00
-1.00,1.72,0.01,0.00,0.00
-1.00,1.63,0.02,0.00,0.00
-1.00,1.54,0.00,0.00,0.00
-1.00,1.53,0.01,0.00,0.00
-1.00,1.50,-0.03,-0.00,-0.02
-1.00,1.50,-0.01,-0.00,-0.00
-1.00,1.49,-0.02,-0.00,-0.01
-1.00,1.50,0.00,0.00,0.00
-1.00,1.50,0.00,0.00,0.00
-1.00,1.52,0.01,0.00,0.00
-1.00,1.52,0.00,0.00,0.00
-1.00,1.56,0.02,0.00,0.00
-1.00,1.59,-0.00,-0.00,-0.00
-1.00,1.62,-0.00,-0.00,-0.00
-1.00,1.63,-0.01,-0.00,-0.00
-1.00,1.66,0.00,0.00,0.00
-1.00,1.66,-0.00,-0.00,-0.00
-1.00,1.69,0.01,0.00,0.00
-1.00,1.69,-0.00,-0.00,-0.00
-1.00,1.73,0.01,0.00,0.00
-1.00,1.70,-0.02,-0.00,-0.01
-1.00,1.71,0.01,0.00,0.00
-1.00,1.69,-0.00,-0.00,-0.00
-1.00,1.68,0.00,0.00,0.00
-1.00,1.67,0.00,0.00,0.00
-1.00,1.68,0.01,0.00,0.00
-1.00,1.66,-0.01,-0.00,-0.00
-1.00,1.70,0.01,0.00,0.00
-1.00,1.71,-0.01,-0.00,-0.00
-1.00,1.72,-0.01,-0.00,-0.00
-1.00,1.70,-0.01,-0.00,-0.00
-1.00,1.72,0.02,0.00,0.00
-1.00,1.71,0.00,0.00,0.00
-1.00,1.74,0.01,0.00,0.00
-1.00,1.74,-0.01,-0.00,-0.00
-1.00,1.77,-0.00,-0.00,-0.00
-1.00,1.74,-0.02,-0.00,-0.01
-1.00,1.75,0.02,0.00,0.01
-1.00,1.74,-0.00,-0.00,-0.00
-1.00,1.78,0.02,0.00,0.01
-1.00,1.77,-0.02,-0.00,-0.01
-1.00,1.78,-0.00,-0.00,-0.00
-1.00,1.77,-0.00,-0.00,-0.00
-1.00,1.79,0.01,0.00,0.00
-1.00,1.74,-0.02,-0.00,-0.00
-1.00,1.74,0.02,0.00,0.00
-1.00,1.75,0.01,0.00,0.00
-1.00,1.76,-0.00,-0.00,-0.00
-1.00,1.70,-0.03,-0.00,-0.03
-1.00,1.75,0.03,0.00,0.03
-1.00,1.71,-0.02,-0.00,-0.01
-1.00,1.74,0.01,0.00,0.00
-1.00,1.74,-0.00,-0.00,-0.00
-1.00,1.79,0.01,0.00,0.00
-1.00,1.76,-0.02,-0.00,-0.01
-1.00,1.83,0.02,0.00,0.01
-1.00,1.80,-0.02,-0.00,-0.01
-1.00,1.76,-0.01,-0.00,-0.00
-1.00,1.73,0.02,0.00,0.01
-1.00,1.74,0.03,0.00,0.02
-1.00,1.74,-0.00,-0.00,-0.00
-1.00,1.76,-0.00,-0.00,-0.00
-1.00,1.72,-0.04,-0.00,-0.05
-1.00,1.71,0.00,0.00,0.00
-1.00,1.96,0.08,0.00,0.58
-1.00,2.60,0.09,0.00,0.84
-1.00,2.60,-0.28,-0.02,-22.66
-1.00,2.07,-0.24,-0.01,-13.69
-1.00,1.47,0.11,0.00,1.39
-1.00,1.42,0.42,0.08,75.45
-1.00,1.54,0.19,0.01,7.14
-1.00,1.62,-0.12,-0.00,-1.65
-1.00,1.61,-0.22,-0.01,-11.07
-1.00,1.67,-0.12,-0.00,-1.80
-1.00,1.65,-0.06,-0.00,-0.19
-1.00,1.72,0.05,0.00,0.12
-1.00,1.76,0.05,0.00,0.11
-1.00,1.82,0.05,0.00,0.11
-1.00,1.81,0.00,0.00,0.00
-1.00,1.86,0.03,0.00,0.03
-1.00,1.86,-0.00,-0.00,-0.00
-1.00,1.91,0.01,0.00,0.00
-1.00,1.88,-0.03,-0.00,-0.03
-1.00,1.95,0.02,0.00,0.01
-1.00,1.96,-0.02,-0.00,-0.01
-1.00,2.02,0.00,0.00,0.00
-1.00,2.02,-0.02,-0.00,-0.01
-1.00,2.04,0.00,0.00,0.00
-1.00,2.02,-0.00,-0.00,-0.00
-1.00,2.03,0.02,0.00,0.00
-1.00,1.96,-0.01,-0.00,-0.00
-1.00,1.91,0.02,0.00,0.00
-1.00,1.80,-0.01,-0.00,-0.00
-1.00,1.72,0.02,0.00,0.01
-1.00,1.61,-0.00,-0.00,-0.00
-1.00,1.59,0.02,0.00,0.01
-1.00,1.56,-0.02,-0.00,-0.00
-1.00,1.58,-0.01,-0.00,-0.00
-1.00,1.57,-0.03,-0.00,-0.02
-1.00,1.60,-0.01,-0.00,-0.00
-1.00,1.60,-0.01,-0.00,-0.00
-1.00,1.64,0.02,0.00,0.01
-1.00,1.60,-0.01,-0.00,-0.00
-1.00,1.65,0.03,0.00,0.04
-1.00,1.63,-0.01,-0.00,-0.00
-1.00,1.65,0.01,0.00,0.00
-1.00,1.66,-0.00,-0.00,-0.00
-1.00,1.70,0.00,0.00,0.00
-1.00,1.70,-0.02,-0.00,-0.00
-1.00,1.78,0.02,0.00,0.01
-1.00,1.76,-0.03,-0.00,-0.04
-1.00,1.81,0.01,0.00,0.00
-1.00,1.77,-0.02,-0.00,-0.00
-1.00,1.75,0.01,0.00,0.00
-1.00,1.70,0.00,0.00,0.00
-1.00,1.71,0.03,0.00,0.03
-1.00,1.67,-0.01,-0.00,-0.00
-1.00,1.72,0.01,0.00,0.00
-1.00,1.70,-0.03,-0.00,-0.03
-1.00,1.74,-0.00,-0.00,-0.00
-1.00,1.73,-0.02,-0.00,-0.01
-1.00,1.79,0.02,0.00,0.01
-1.00,1.79,-0.01,-0.00,-0.00
-1.00,1.84,0.02,0.00,0.00
-1.00,1.81,-0.02,-0.00,-0.01
-1.00,1.84,0.02,0.00,0.01
-1.00,1.82,-0.00,-0.00,-0.00
-1.00,1.85,0.01,0.00,0.00
-1.00,1.79,-0.02,-0.00,-0.02
-1.00,1.80,0.02,0.00,0.01
-1.00,1.75,-0.01,-0.00,-0.00
-1.00,1.73,0.01,0.00,0.00
-1.00,1.66,-0.01,-0.00,-0.00
-1.00,1.70,0.03,0.00,0.03
-1.00,1.70,-0.01,-0.00,-0.00
-1.00,1.75,-0.00,-0.00,-0.00
-1.00,1.74,-0.03,-0.00,-0.04
-1.00,1.75,-0.00,-0.00,-0.00
-1.00,1.73,0.00,0.00,0.00
-1.00,1.77,0.03,0.00,0.04
-1.00,1.73,-0.02,-0.00,-0.00
-1.00,1.78,0.03,0.00,0.02
-1.00,1.78,-0.01,-0.00,-0.00
-1.00,1.81,-0.00,-0.00,-0.00
-1.00,1.79,-0.02,-0.00,-0.01
-1.00,1.82,0.01,0.00,0.00
-1.00,1.86,0.01,0.00,0.00
-1.00,1.86,-0.01,-0.00,-0.00
-1.00,1.75,-0.03,-0.00,-0.04
-1.00,1.71,0.03,0.00,0.04
-1.00,1.62,0.01,0.00,0.00
-1.00,1.66,0.05,0.00,0.10
-1.00,1.63,-0.03,-0.00,-0.02
-1.00,1.68,-0.01,-0.00,-0.00
-1.00,1.61,-0.05,-0.00,-0.16
-1.00,1.75,0.05,0.00,0.13
-1.00,2.40,0.15,0.00,3.07
-1.00,2.75,-0.16,-0.00,-3.93
-1.00,2.43,-0.31,-0.03,-29.62
-1.00,1.72,-0.07,-0.00,-0.38
-1.00,1.37,0.36,0.05,45.26
-1.00,1.47,0.38,0.05,54.12
-1.00,1.52,0.00,0.00,0.00
-1.00,1.56,-0.19,-0.01,-7.19
-1.00,1.56,-0.21,-0.01,-8.75
-1.00,1.64,-0.08,-0.00,-0.46
-1.00,1.66,-0.03,-0.00,-0.02
-1.00,1.73,0.05,0.00,0.10
-1.00,1.75,0.04,0.00,0.07
-1.00,1.82,0.06,0.00,0.23
-1.00,1.81,0.01,0.00,0.00
-1.00,1.84,0.03,0.00,0.02
-1.00,1.84,-0.00,-0.00,-0.00
-1.00,1.88,0.00,0.00,0.00
-1.00,1.87,-0.02,-0.00,-0.02
-1.00,1.94,0.01,0.00,0.00
-1.00,1.96,-0.02,-0.00,-0.01
-1.00,2.03,0.00,0.00,0.00
-1.00,2.01,-0.03,-0.00,-0.03
-1.00,2.03,0.01,0.00,0.00
-1.00,1.96,-0.01,-0.00,-0.00
-1.00,1.95,0.03,0.00,0.03
-1.00,1.83,-0.01,-0.00,-0.00
-1.00,1.78,0.03,0.00,0.02
-1.00,1.68,-0.00,-0.00,-0.00
-1.00,1.61,0.00,0.00,0.00
-1.00,1.55,-0.00,-0.00,-0.00
-1.00,1.54,-0.00,-0.00,-0.00
-1.00,1.50,-0.03,-0.00,-0.02
-1.00,1.54,0.01,0.00,0.00
-1.00,1.54,-0.02,-0.00,-0.01
-1.00,1.56,-0.01,-0.00,-0.00
-1.00,1.55,-0.01,-0.00,-0.00
-1.00,1.59,0.02,0.00,0.02
-1.00,1.56,-0.01,-0.00,-0.00
-1.00,1.57,0.02,0.00,0.01
-1.00,1.56,0.01,0.00,0.00
-1.00,1.60,0.01,0.00,0.00
-1.00,1.60,-0.02,-0.00,-0.00
-1.00,1.69,0.01,0.00,0.00
-1.00,1.72,-0.03,-0.00,-0.02
-1.00,1.78,-0.01,-0.00,-0.00
-1.00,1.76,-0.03,-0.00,-0.02
-1.00,1.80,0.03,0.00,0.02
-1.00,1.74,-0.01,-0.00,-0.00
-1.00,1.76,0.03,0.00,0.03
-1.00,1.69,-0.01,-0.00,-0.00
-1.00,1.69,0.02,0.00,0.01
-1.00,1.65,-0.01,-0.00,-0.00
-1.00,1.68,0.01,0.00,0.00
-1.00,1.65,-0.03,-0.00,-0.02
-1.00,1.67,0.00,0.00,0.00
-1.00,1.65,-0.02,-0.00,-0.00
-1.00,1.69,0.01,0.00,0.00
-1.00,1.67,-0.01,-0.00,-0.00
-1.00,1.73,0.02,0.00,0.01
-1.00,1.69,-0.02,-0.00,-0.01
-1.00,1.74,0.02,0.00,0.01
-1.00,1.72,-0.01,-0.00,-0.00
-1.00,1.75,0.02,0.00,0.00
-1.00,1.73,-0.01,-0.00,-0.00
-1.00,1.75,0.01,0.00,0.00
-1.00,1.69,-0.02,-0.00,-0.01
-1.00,1.74,0.04,0.00,0.05
-1.00,1.72,-0.02,-0.00,-0.01
-1.00,1.73,-0.00,-0.00,-0.00
-1.00,1.68,-0.02,-0.00,-0.01
-1.00,1.78,0.05,0.00,0.10
-1.00,1.73,-0.05,-0.00,-0.10
-1.00,1.74,0.01,0.00,0.00
-1.00,1.75,0.01,0.00,0.00
-1.00,1.80,0.01,0.00,0.00
-1.00,1.73,-0.04,-0.00,-0.06
-1.00,1.74,0.02,0.00,0.01
