CON,ECG,ECG_Filtered,ZERO
-1.00,1.40,-0.26,-0.02
-1.00,1.55,-0.06,-0.00
-1.00,1.46,-0.08,-0.00
-1.00,1.62,0.10,0.00
-1.00,1.52,-0.01,-0.00
-1.00,1.70,0.11,0.00
-1.00,1.61,-0.04,-0.00
-1.00,1.76,0.06,0.00
-1.00,1.71,-0.06,-0.00
-1.00,1.85,0.04,0.00
-1.00,1.80,-0.06,-0.00
-1.00,1.99,0.06,0.00
-1.00,1.96,-0.07,-0.00
-1.00,2.15,0.05,0.00
-1.00,2.09,-0.07,-0.00
-1.00,2.26,0.06,0.00
-1.00,2.15,-0.06,-0.00
-1.00,2.25,0.07,0.00
-1.00,2.07,-0.06,-0.00
-1.00,2.11,0.07,0.00
-1.00,1.85,-0.06,-0.00
-1.00,1.87,0.08,0.00
-1.00,1.70,-0.04,-0.00
-1.00,1.78,0.05,0.00
-1.00,1.65,-0.09,-0.00
-1.00,1.78,0.04,0.00
-1.00,1.67,-0.08,-0.00
-1.00,1.81,0.06,0.00
-1.00,1.70,-0.06,-0.00
-1.00,1.84,0.08,0.00
-1.00,1.73,-0.05,-0.00
-1.00,1.88,0.07,0.00
-1.00,1.75,-0.06,-0.00
-1.00,1.90,0.07,0.00
-1.00,1.79,-0.06,-0.00
-1.00,1.92,0.06,0.00
-1.00,1.78,-0.07,-0.00
-1.00,1.90,0.06,0.00
-1.00,1.74,-0.06,-0.00
-1.00,1.83,0.07,0.00
-1.00,1.68,-0.05,-0.00
-1.00,1.78,0.07,0.00
-1.00,1.63,-0.07,-0.00
-1.00,1.74,0.06,0.00
-1.00,1.61,-0.07,-0.00
-1.00,1.76,0.07,0.00
-1.00,1.70,-0.06,-0.00
-1.00,1.87,0.04,0.00
-1.00,1.78,-0.07,-0.00
-1.00,1.97,0.07,0.00
-1.00,1.88,-0.07,-0.00
-1.00,2.02,0.06,0.00
-1.00,1.88,-0.06,-0.00
-1.00,2.03,0.09,0.00
-1.00,1.93,-0.05,-0.00
-1.00,2.07,0.05,0.00
-1.00,1.94,-0.08,-0.00
-1.00,2.08,0.06,0.00
-1.00,1.96,-0.06,-0.00
-1.00,2.10,0.06,0.00
-1.00,1.98,-0.06,-0.00
-1.00,2.13,0.07,0.00
-1.00,1.99,-0.07,-0.00
-1.00,2.16,0.08,0.00
-1.00,2.08,-0.06,-0.00
-1.00,2.21,0.04,0.00
-1.00,2.08,-0.07,-0.00
-1.00,2.16,0.06,0.00
-1.00,1.99,-0.05,-0.00
-1.00,2.10,0.08,0.00
-1.00,1.98,-0.05,-0.00
-1.00,2.11,0.05,0.00
-1.00,2.00,-0.08,-0.00
-1.00,2.15,0.05,0.00
-1.00,2.00,-0.08,-0.00
-1.00,2.26,0.11,0.00
-1.00,2.78,0.08,0.00
-1.00,3.12,-0.13,-0.00
-1.00,2.63,-0.33,-0.04
-1.00,2.00,0.02,0.00
-1.00,1.69,0.35,0.04
-1.00,1.87,0.35,0.04
-1.00,1.79,-0.10,-0.00
-1.00,1.96,-0.13,-0.00
-1.00,1.88,-0.24,-0.01
-1.00,2.05,-0.02,-0.00
-1.00,1.96,-0.07,-0.00
-1.00,2.10,0.10,0.00
-1.00,2.01,0.01,0.00
-1.00,2.15,0.11,0.00
-1.00,2.05,-0.03,-0.00
-1.00,2.20,0.07,0.00
-1.00,2.12,-0.07,-0.00
-1.00,2.30,0.05,0.00
-1.00,2.24,-0.08,-0.00
-1.00,2.43,0.05,0.00
-1.00,2.32,-0.09,-0.00
-1.00,2.46,0.07,0.00
-1.00,2.36,-0.05,-0.00
-1.00,2.49,0.07,0.00
-1.00,2.35,-0.06,-0.00
-1.00,2.43,0.06,0.00
-1.00,2.21,-0.07,-0.00
-1.00,2.22,0.07,0.00
-1.00,1.99,-0.04,-0.00
-1.00,2.01,0.07,0.00
-1.00,1.81,-0.05,-0.00
-1.00,1.87,0.05,0.00
-1.00,1.74,-0.06,-0.00
-1.00,1.87,0.04,0.00
-1.00,1.76,-0.08,-0.00
-1.00,1.89,0.05,0.00
-1.00,1.75,-0.07,-0.00
-1.00,1.88,0.08,0.00
-1.00,1.79,-0.03,-0.00
-1.00,1.93,0.06,0.00
-1.00,1.83,-0.06,-0.00
-1.00,1.97,0.05,0.00
-1.00,1.85,-0.07,-0.00
-1.00,1.97,0.06,0.00
-1.00,1.85,-0.05,-0.00
-1.00,1.97,0.06,0.00
-1.00,1.87,-0.06,-0.00
-1.00,1.95,0.04,0.00
-1.00,1.81,-0.06,-0.00
-1.00,1.91,0.07,0.00
-1.00,1.76,-0.06,-0.00
-1.00,1.86,0.06,0.00
-1.00,1.74,-0.06,-0.00
-1.00,1.86,0.06,0.00
-1.00,1.73,-0.07,-0.00
-1.00,1.85,0.06,0.00
-1.00,1.74,-0.05,-0.00
-1.00,1.88,0.06,0.00
-1.00,1.76,-0.07,-0.00
-1.00,1.89,0.06,0.00
-1.00,1.77,-0.06,-0.00
-1.00,1.90,0.07,0.00
-1.00,1.75,-0.06,-0.00
-1.00,1.87,0.07,0.00
-1.00,1.74,-0.06,-0.00
-1.00,1.86,0.06,0.00
-1.00,1.72,-0.07,-0.00
-1.00,1.80,0.05,0.00
-1.00,1.65,-0.05,-0.00
-1.00,1.75,0.07,0.00
-1.00,1.63,-0.06,-0.00
-1.00,1.77,0.06,0.00
-1.00,1.63,-0.08,-0.00
-1.00,1.81,0.08,0.00
-1.00,1.72,-0.07,-0.00
-1.00,1.84,0.04,0.00
-1.00,1.68,-0.07,-0.00
-1.00,1.76,0.08,0.00
-1.00,1.61,-0.04,-0.00
-1.00,1.73,0.08,0.00
-1.00,1.60,-0.06,-0.00
-1.00,1.73,0.05,0.00
-1.00,1.61,-0.07,-0.00
-1.00,1.74,0.05,0.00
-1.00,1.58,-0.07,-0.00
-1.00,2.01,0.16,0.00
-1.00,2.53,0.02,0.00
-1.00,2.67,-0.22,-0.01
-1.00,1.95,-0.32,-0.03
-1.00,1.50,0.21,0.01
-1.00,1.39,0.38,0.06
-1.00,1.63,0.22,0.01
-1.00,1.58,-0.19,-0.01
-1.00,1.75,-0.15,-0.00
-1.00,1.67,-0.20,-0.01
-1.00,1.81,0.02,0.00
-1.00,1.72,-0.03,-0.00
-1.00,1.85,0.12,0.00
-1.00,1.71,-0.01,-0.00
-1.00,1.88,0.12,0.00
-1.00,1.81,-0.04,-0.00
-1.00,1.96,0.04,0.00
-1.00,1.92,-0.07,-0.00
-1.00,2.06,0.03,0.00
-1.00,1.99,-0.06,-0.00
-1.00,2.14,0.06,0.00
-1.00,2.04,-0.06,-0.00
-1.00,2.17,0.07,0.00
-1.00,2.05,-0.05,-0.00
-1.00,2.16,0.06,0.00
-1.00,1.99,-0.06,-0.00
-1.00,2.07,0.07,0.00
-1.00,1.87,-0.07,-0.00
-1.00,1.90,0.06,0.00
-1.00,1.67,-0.06,-0.00
-1.00,1.70,0.07,0.00
-1.00,1.52,-0.05,-0.00
-1.00,1.60,0.05,0.00
-1.00,1.46,-0.07,-0.00
-1.00,1.58,0.05,0.00
-1.00,1.49,-0.07,-0.00
-1.00,1.63,0.05,0.00
-1.00,1.54,-0.06,-0.00
-1.00,1.68,0.06,0.00
-1.00,1.58,-0.05,-0.00
-1.00,1.71,0.06,0.00
-1.00,1.60,-0.05,-0.00
-1.00,1.75,0.07,0.00
-1.00,1.62,-0.07,-0.00
-1.00,1.74,0.06,0.00
-1.00,1.68,-0.05,-0.00
-1.00,1.83,0.05,0.00
-1.00,1.74,-0.07,-0.00
-1.00,1.87,0.05,0.00
-1.00,1.74,-0.06,-0.00
-1.00,1.85,0.07,0.00
-1.00,1.71,-0.05,-0.00
-1.00,1.81,0.07,0.00
-1.00,1.68,-0.06,-0.00
-1.00,1.79,0.06,0.00
-1.00,1.68,-0.06,-0.00
-1.00,1.81,0.05,0.00
-1.00,1.69,-0.07,-0.00
-1.00,1.81,0.06,0.00
-1.00,1.71,-0.05,-0.00
-1.00,1.84,0.06,0.00
-1.00,1.74,-0.05,-0.00
-1.00,1.84,0.04,0.00
-1.00,1.70,-0.05,-0.00
-1.00,1.81,0.07,0.00
-1.00,1.69,-0.05,-0.00
-1.00,1.84,0.07,0.00
-1.00,1.71,-0.08,-0.00
-1.00,1.83,0.05,0.00
-1.00,1.72,-0.06,-0.00
-1.00,1.84,0.06,0.00
-1.00,1.72,-0.06,-0.00
-1.00,1.83,0.06,0.00
-1.00,1.74,-0.05,-0.00
-1.00,1.88,0.06,0.00
-1.00,1.78,-0.07,-0.00
-1.00,1.91,0.05,0.00
-1.00,1.81,-0.06,-0.00
-1.00,1.90,0.05,0.00
-1.00,1.76,-0.05,-0.00
-1.00,1.88,0.08,0.00
-1.00,1.77,-0.05,-0.00
-1.00,1.91,0.05,0.00
-1.00,1.79,-0.07,-0.00
-1.00,1.89,0.05,0.00
-1.00,1.72,-0.07,-0.00
-1.00,2.12,0.16,0.00
-1.00,2.63,0.03,0.00
-1.00,2.79,-0.22,-0.01
-1.00,2.11,-0.32,-0.03
-1.00,1.65,0.18,0.01
-1.00,1.51,0.36,0.05
-1.00,1.72,0.24,0.01
-1.00,1.65,-0.17,-0.01
-1.00,1.80,-0.14,-0.00
-1.00,1.71,-0.19,-0.01
-1.00,1.85,0.01,0.00
-1.00,1.75,-0.04,-0.00
-1.00,1.90,0.11,0.00
-1.00,1.81,-0.01,-0.00
-1.00,1.96,0.09,0.00
-1.00,1.87,-0.05,-0.00
-1.00,2.03,0.06,0.00
-1.00,1.95,-0.07,-0.00
-1.00,2.09,0.04,0.00
-1.00,1.97,-0.08,-0.00
-1.00,2.13,0.07,0.00
-1.00,2.06,-0.05,-0.00
-1.00,2.20,0.05,0.00
-1.00,2.10,-0.07,-0.00
-1.00,2.20,0.06,0.00
-1.00,2.04,-0.06,-0.00
-1.00,2.11,0.07,0.00
-1.00,1.90,-0.05,-0.00
-1.00,1.92,0.07,0.00
-1.00,1.68,-0.06,-0.00
-1.00,1.70,0.07,0.00
-1.00,1.52,-0.05,-0.00
-1.00,1.59,0.05,0.00
-1.00,1.48,-0.07,-0.00
-1.00,1.56,0.03,0.00
-1.00,1.44,-0.06,-0.00
-1.00,1.56,0.06,0.00
-1.00,1.44,-0.05,-0.00
-1.00,1.54,0.06,0.00
-1.00,1.45,-0.04,-0.00
-1.00,1.53,0.05,0.00
-1.00,1.41,-0.05,-0.00
-1.00,1.53,0.07,0.00
-1.00,1.43,-0.05,-0.00
-1.00,1.57,0.05,0.00
-1.00,1.47,-0.07,-0.00
-1.00,1.60,0.05,0.00
-1.00,1.48,-0.07,-0.00
-1.00,1.59,0.07,0.00
-1.00,1.43,-0.06,-0.00
-1.00,1.51,0.07,0.00
-1.00,1.40,-0.03,-0.00
-1.00,1.53,0.06,0.00
-1.00,1.42,-0.08,-0.00
-1.00,1.53,0.04,0.00
-1.00,1.43,-0.06,-0.00
-1.00,1.57,0.06,0.00
-1.00,1.46,-0.06,-0.00
-1.00,1.60,0.07,0.00
-1.00,1.52,-0.06,-0.00
-1.00,1.65,0.05,0.00
-1.00,1.53,-0.07,-0.00
-1.00,1.67,0.07,0.00
-1.00,1.56,-0.05,-0.00
-1.00,1.72,0.07,0.00
-1.00,1.65,-0.06,-0.00
-1.00,1.80,0.05,0.00
-1.00,1.73,-0.07,-0.00
-1.00,1.89,0.06,0.00
-1.00,1.78,-0.06,-0.00
-1.00,1.92,0.07,0.00
-1.00,1.81,-0.05,-0.00
-1.00,1.95,0.07,0.00
-1.00,1.83,-0.06,-0.00
-1.00,1.97,0.06,0.00
-1.00,1.87,-0.06,-0.00
-1.00,2.00,0.05,0.00
-1.00,1.88,-0.07,-0.00
-1.00,2.00,0.06,0.00
-1.00,1.94,-0.04,-0.00
-1.00,2.07,0.05,0.00
-1.00,1.95,-0.08,-0.00
-1.00,2.08,0.07,0.00
-1.00,1.96,-0.05,-0.00
-1.00,2.07,0.06,0.00
-1.00,1.95,-0.05,-0.00
-1.00,2.11,0.07,0.00
-1.00,2.00,-0.07,-0.00
-1.00,2.14,0.05,0.00
-1.00,2.01,-0.07,-0.00
-1.00,2.08,0.05,0.00
-1.00,2.15,0.02,0.00
-1.00,2.90,0.18,0.01
-1.00,2.99,-0.27,-0.02
-1.00,2.67,-0.24,-0.01
-1.00,1.84,-0.06,-0.00
-1.00,1.75,0.46,0.10
-1.00,1.74,0.24,0.01
-1.00,1.87,-0.01,-0.00
-1.00,1.77,-0.25,-0.02
-1.00,1.90,-0.11,-0.00
-1.00,1.79,-0.13,-0.00
-1.00,1.94,0.07,0.00
-1.00,1.84,-0.01,-0.00
-1.00,1.97,0.11,0.00
-1.00,1.87,-0.02,-0.00
-1.00,2.01,0.08,0.00
-1.00,1.91,-0.06,-0.00
-1.00,2.04,0.05,0.00
-1.00,1.96,-0.06,-0.00
-1.00,2.10,0.04,0.00
-1.00,1.96,-0.08,-0.00
-1.00,2.10,0.07,0.00
-1.00,2.03,-0.04,-0.00
-1.00,2.17,0.05,0.00
-1.00,2.04,-0.08,-0.00
-1.00,2.09,0.05,0.00
-1.00,1.87,-0.05,-0.00
-1.00,1.88,0.09,0.00
-1.00,1.61,-0.05,-0.00
-1.00,1.59,0.08,0.00
-1.00,1.38,-0.05,-0.00
-1.00,1.44,0.05,0.00
-1.00,1.34,-0.07,-0.00
-1.00,1.50,0.03,0.00
-1.00,1.40,-0.10,-0.00
-1.00,1.54,0.04,0.00
-1.00,1.47,-0.05,-0.00
-1.00,1.60,0.07,0.00
-1.00,1.51,-0.04,-0.00
-1.00,1.66,0.08,0.00
-1.00,1.56,-0.06,-0.00
-1.00,1.68,0.05,0.00
-1.00,1.57,-0.05,-0.00
-1.00,1.69,0.05,0.00
-1.00,1.57,-0.06,-0.00
-1.00,1.70,0.06,0.00
-1.00,1.60,-0.06,-0.00
-1.00,1.74,0.06,0.00
-1.00,1.63,-0.07,-0.00
-1.00,1.76,0.06,0.00
-1.00,1.66,-0.06,-0.00
-1.00,1.69,0.04,0.00
-1.00,1.53,-0.04,-0.00
-1.00,1.60,0.08,0.00
-1.00,1.46,-0.04,-0.00
-1.00,1.55,0.05,0.00
-1.00,1.45,-0.07,-0.00
-1.00,1.56,0.04,0.00
-1.00,1.50,-0.06,-0.00
-1.00,1.69,0.06,0.00
-1.00,1.66,-0.07,-0.00
-1.00,1.81,0.03,0.00
-1.00,1.75,-0.05,-0.00
-1.00,1.93,0.07,0.00
-1.00,1.85,-0.05,-0.00
-1.00,1.96,0.06,0.00
-1.00,1.88,-0.04,-0.00
-1.00,1.97,0.05,0.00
-1.00,1.84,-0.05,-0.00
-1.00,1.94,0.06,0.00
-1.00,1.79,-0.06,-0.00
-1.00,1.92,0.06,0.00
-1.00,1.74,-0.08,-0.00
-1.00,1.85,0.07,0.00
-1.00,1.72,-0.06,-0.00
-1.00,1.82,0.05,0.00
-1.00,1.68,-0.06,-0.00
-1.00,1.78,0.06,0.00
-1.00,1.66,-0.05,-0.00
-1.00,1.79,0.06,0.00
-1.00,1.67,-0.07,-0.00
-1.00,1.76,0.05,0.00
-1.00,1.66,-0.04,-0.00
-1.00,1.80,0.06,0.00
-1.00,1.68,-0.07,-0.00
-1.00,1.75,0.04,0.00
-1.00,1.60,-0.05,-0.00
-1.00,1.72,0.08,0.00
-1.00,1.61,-0.05,-0.00
-1.00,1.74,0.05,0.00
-1.00,1.64,-0.07,-0.00
-1.00,1.76,0.05,0.00
-1.00,1.61,-0.07,-0.00
-1.00,1.99,0.15,0.00
-1.00,2.63,0.07,0.00
-1.00,3.07,-0.17,-0.00
-1.00,2.64,-0.38,-0.05
-1.00,2.05,0.01,0.00
-1.00,1.82,0.39,0.06
-1.00,2.06,0.37,0.05
-1.00,1.99,-0.11,-0.00
-1.00,2.07,-0.15,-0.00
-1.00,1.83,-0.24,-0.01
-1.00,1.69,-0.03,-0.00
-1.00,1.32,-0.01,-0.00
-1.00,1.12,0.13,0.00
-1.00,0.81,0.05,0.00
-1.00,0.78,0.10,0.00
-1.00,0.68,-0.04,-0.00
-1.00,0.89,0.01,0.00
-1.00,0.97,-0.12,-0.00
-1.00,1.19,-0.04,-0.00
-1.00,1.13,-0.10,-0.00
-1.00,1.26,0.08,0.00
-1.00,1.18,0.02,0.00
-1.00,1.31,0.12,0.00
-1.00,1.21,-0.02,-0.00
-1.00,1.29,0.05,0.00
-1.00,1.26,-0.03,-0.00
-1.00,1.58,0.07,0.00
-1.00,1.66,-0.12,-0.00
-1.00,2.01,0.01,0.00
-1.00,2.21,-0.07,-0.00
-1.00,2.50,0.00,0.00
-1.00,2.63,-0.03,-0.00
-1.00,2.83,0.05,0.00
-1.00,2.39,-0.13,-0.00
-1.00,1.91,0.08,0.00
-1.00,1.06,0.06,0.00
-1.00,0.40,0.20,0.01
-1.00,0.09,0.19,0.01
-1.00,0.02,-0.01,-0.00
-1.00,0.00,-0.21,-0.01
-1.00,0.00,-0.23,-0.01
-1.00,0.00,-0.14,-0.00
-1.00,0.00,-0.02,-0.00
-1.00,0.00,0.07,0.00
-1.00,0.00,0.10,0.00
-1.00,0.00,0.08,0.00
-1.00,0.00,0.05,0.00
-1.00,0.00,0.02,0.00
-1.00,0.00,-0.01,-0.00
-1.00,0.00,-0.02,-0.00
-1.00,0.00,-0.02,-0.00
-1.00,0.00,-0.02,-0.00
-1.00,0.00,-0.01,-0.00
-1.00,0.02,0.00,0.00
-1.00,1.24,0.34,0.04
-1.00,2.40,-0.13,-0.00
-1.00,2.80,-0.52,-0.14
-1.00,3.67,0.00,0.00
-1.00,3.91,-0.05,-0.00
-1.00,3.31,-0.06,-0.00
-1.00,3.55,0.55,0.17
-1.00,3.29,0.15,0.00
-1.00,3.13,0.05,0.00
-1.00,2.99,-0.06,-0.00
-1.00,2.69,-0.17,-0.01
-1.00,2.08,-0.20,-0.01
-1.00,2.00,0.14,0.00
-1.00,1.88,0.01,0.00
-1.00,2.05,0.02,0.00
-1.00,2.13,-0.12,-0.00
-1.00,2.35,-0.04,-0.00
-1.00,2.20,-0.13,-0.00
-1.00,2.19,0.08,0.00
-1.00,2.07,0.08,0.00
-1.00,2.42,0.23,0.01
-1.00,2.83,0.03,0.00
-1.00,3.40,-0.07,-0.00
-1.00,3.55,-0.25,-0.02
-1.00,3.74,-0.06,-0.00
-1.00,3.58,-0.02,-0.00
-1.00,3.39,0.12,0.00
-1.00,2.52,-0.04,-0.00
-1.00,1.82,0.20,0.01
-1.00,1.08,0.14,0.00
-1.00,0.73,0.14,0.00
-1.00,0.64,-0.04,-0.00
-1.00,0.99,-0.11,-0.00
-1.00,1.53,-0.22,-0.01
-1.00,2.02,-0.26,-0.02
-1.00,1.58,-0.38,-0.05
-1.00,0.88,0.06,0.00
-1.00,0.40,0.46,0.10
-1.00,0.50,0.53,0.15
-1.00,0.66,0.09,0.00
-1.00,1.12,-0.13,-0.00
-1.00,1.52,-0.31,-0.03
-1.00,2.02,-0.21,-0.01
-1.00,2.22,-0.18,-0.01
-1.00,2.54,0.08,0.00
-1.00,2.56,0.06,0.00
-1.00,2.77,0.20,0.01
-1.00,2.73,0.05,0.00
-1.00,2.83,0.08,0.00
-1.00,2.55,-0.10,-0.00
-1.00,2.49,0.05,0.00
-1.00,2.41,0.00,0.00
-1.00,2.78,0.09,0.00
-1.00,3.07,-0.11,-0.00
-1.00,3.64,-0.06,-0.00
-1.00,4.00,-0.16,-0.00
-1.00,4.34,-0.06,-0.00
-1.00,4.05,-0.12,-0.00
-1.00,3.85,0.18,0.01
-1.00,3.45,0.18,0.01
-1.00,3.42,0.26,0.02
-1.00,3.26,-0.01,-0.00
-1.00,3.41,-0.03,-0.00
-1.00,3.36,-0.21,-0.01
-1.00,3.58,-0.07,-0.00
-1.00,3.47,-0.16,-0.00
-1.00,3.41,0.01,0.00
-1.00,3.02,-0.01,-0.00
-1.00,2.74,0.15,0.00
-1.00,2.19,0.05,0.00
-1.00,2.08,0.19,0.01
-1.00,2.20,0.07,0.00
-1.00,2.89,0.03,0.00
-1.00,3.15,-0.36,-0.04
-1.00,3.19,-0.28,-0.02
-1.00,2.77,-0.12,-0.00
-1.00,2.40,0.22,0.01
-1.00,1.78,0.21,0.01
-1.00,1.38,0.26,0.02
-1.00,0.89,0.04,0.00
-1.00,0.59,-0.01,-0.00
-1.00,0.31,-0.12,-0.00
-1.00,0.24,-0.09,-0.00
-1.00,0.13,-0.13,-0.00
-1.00,0.12,-0.05,-0.00
-1.00,0.06,-0.03,-0.00
-1.00,0.29,0.11,0.00
-1.00,0.36,-0.01,-0.00
-1.00,0.49,0.02,0.00
-1.00,0.43,-0.03,-0.00
-1.00,0.46,0.06,0.00
-1.00,0.31,0.00,0.00
-1.00,0.35,0.09,0.00
-1.00,0.31,-0.00,-0.00
-1.00,0.55,0.04,0.00
-1.00,0.77,-0.06,-0.00
-1.00,1.30,-0.00,-0.00
-1.00,1.79,-0.09,-0.00
-1.00,2.34,-0.07,-0.00
-1.00,2.49,-0.14,-0.00
-1.00,2.53,0.02,0.00
-1.00,2.14,0.04,0.00
-1.00,1.75,0.19,0.01
-1.00,1.01,0.08,0.00
-1.00,0.34,0.12,0.00
-1.00,0.07,0.15,0.00
-1.00,0.01,-0.04,-0.00
-1.00,0.00,-0.21,-0.01
-1.00,0.00,-0.23,-0.01
-1.00,0.00,-0.13,-0.00
-1.00,0.00,-0.01,-0.00
-1.00,0.00,0.07,0.00
-1.00,0.00,0.10,0.00
-1.00,0.00,0.08,0.00
-1.00,0.56,0.20,0.01
-1.00,1.69,0.13,0.00
-1.00,3.31,-0.06,-0.00
-1.00,4.63,-0.39,-0.06
-1.00,4.94,-0.52,-0.14
-1.00,4.80,-0.04,-0.00
-1.00,4.48,0.39,0.06
-1.00,4.09,0.47,0.10
-1.00,3.70,0.29,0.03
-1.00,2.96,-0.06,-0.00
-1.00,2.18,-0.12,-0.00
-1.00,0.92,-0.25,-0.02
-1.00,0.22,0.10,0.00
-1.00,0.04,0.13,0.00
-1.00,0.00,-0.12,-0.00
-1.00,0.00,-0.24,-0.01
-1.00,0.00,-0.18,-0.01
-1.00,0.00,-0.04,-0.00
-1.00,0.39,0.19,0.01
-1.00,1.88,0.41,0.07
-1.00,4.15,0.14,0.00
-1.00,4.85,-0.79,-0.50
-1.00,4.97,-0.40,-0.07
-1.00,5.00,0.27,0.02
-1.00,5.00,0.52,0.14
-1.00,5.00,0.38,0.06
-1.00,5.00,0.12,0.00
-1.00,5.00,-0.09,-0.00
-1.00,5.00,-0.19,-0.01
-1.00,5.00,-0.19,-0.01
-1.00,4.99,-0.13,-0.00
-1.00,5.00,-0.04,-0.00
-1.00,5.00,0.01,0.00
-1.00,5.00,0.04,0.00
-1.00,5.00,0.04,0.00
-1.00,4.99,0.03,0.00
-1.00,5.00,0.03,0.00
-1.00,5.00,0.01,0.00
-1.00,5.00,-0.00,-0.00
-1.00,4.99,-0.01,-0.00
-1.00,5.00,0.00,0.00
-1.00,5.00,-0.01,-0.00
-1.00,5.00,-0.00,-0.00
-1.00,4.99,-0.00,-0.00
-1.00,5.00,0.01,0.00
-1.00,5.00,-0.00,-0.00
-1.00,5.00,-0.00,-0.00
-1.00,4.99,-0.00,-0.00
-1.00,5.00,0.01,0.00
-1.00,4.98,-0.01,-0.00
-1.00,4.95,-0.00,-0.00
-1.00,4.69,-0.06,-0.00
-1.00,4.64,0.08,0.00
-1.00,4.37,-0.02,-0.00
-1.00,4.25,0.05,0.00
-1.00,3.92,-0.05,-0.00
-1.00,3.73,0.03,0.00
-1.00,3.40,-0.03,-0.00
-1.00,3.27,0.05,0.00
-1.00,2.99,-0.05,-0.00
-1.00,2.97,0.05,0.00
-1.00,2.69,-0.09,-0.00
-1.00,2.39,-0.04,-0.00
-1.00,1.83,-0.04,-0.00
-1.00,1.53,0.15,0.00
-1.00,1.13,0.04,0.00
-1.00,0.83,0.03,0.00
-1.00,0.45,-0.05,-0.00
-1.00,0.26,0.01,0.00
-1.00,0.09,-0.03,-0.00
-1.00,0.04,-0.02,-0.00
-1.00,0.00,-0.04,-0.00
-1.00,0.01,-0.02,-0.00
-1.00,0.00,-0.01,-0.00
-1.00,0.00,0.02,0.00
-1.00,0.00,0.03,0.00
-1.00,0.01,0.03,0.00
-1.00,0.21,0.07,0.00
-1.00,0.86,0.12,0.00
-1.00,1.45,-0.11,-0.00
-1.00,2.01,-0.16,-0.00
-1.00,2.32,-0.15,-0.00
-1.00,2.21,-0.08,-0.00
-1.00,1.54,0.00,0.00
-1.00,1.11,0.34,0.04
-1.00,1.09,0.37,0.05
-1.00,1.33,0.09,0.00
-1.00,1.26,-0.31,-0.03
-1.00,1.30,-0.23,-0.01
-1.00,1.17,-0.16,-0.00
-1.00,1.20,0.04,0.00
-1.00,1.14,0.04,0.00
-1.00,1.17,0.08,0.00
-1.00,1.11,0.03,0.00
-1.00,1.15,0.05,0.00
-1.00,1.17,-0.00,-0.00
-1.00,1.30,0.01,0.00
-1.00,1.29,-0.06,-0.00
-1.00,1.38,0.01,0.00
-1.00,1.40,-0.02,-0.00
-1.00,1.54,0.04,0.00
-1.00,1.60,-0.02,-0.00
-1.00,1.82,0.04,0.00
-1.00,1.96,-0.03,-0.00
-1.00,2.08,-0.03,-0.00
-1.00,1.99,-0.06,-0.00
-1.00,1.92,0.04,0.00
-1.00,1.69,0.02,0.00
-1.00,1.57,0.09,0.00
-1.00,1.45,0.03,0.00
-1.00,1.45,0.01,0.00
-1.00,1.41,-0.07,-0.00
-1.00,1.50,-0.03,-0.00
-1.00,1.59,-0.05,-0.00
-1.00,1.83,0.00,0.00
-1.00,1.98,-0.04,-0.00
-1.00,2.17,-0.00,-0.00
-1.00,2.20,-0.03,-0.00
-1.00,2.32,0.07,0.00
-1.00,2.33,0.03,0.00
-1.00,2.36,0.04,0.00
-1.00,2.26,-0.02,-0.00
-1.00,2.28,0.04,0.00
-1.00,2.14,-0.04,-0.00
-1.00,2.01,-0.01,-0.00
-1.00,1.79,-0.03,-0.00
-1.00,1.70,0.05,0.00
-1.00,1.52,-0.01,-0.00
-1.00,1.49,0.02,0.00
-1.00,1.57,0.01,0.00
-1.00,1.86,0.01,0.00
-1.00,2.08,-0.09,-0.00
-1.00,2.35,-0.06,-0.00
-1.00,2.30,-0.10,-0.00
-1.00,2.17,0.03,0.00
-1.00,1.88,0.08,0.00
-1.00,1.70,0.16,0.00
-1.00,1.51,0.08,0.00
-1.00,1.53,0.05,0.00
-1.00,1.49,-0.10,-0.00
-1.00,1.60,-0.07,-0.00
-1.00,1.66,-0.10,-0.00
-1.00,1.87,-0.01,-0.00
-1.00,1.98,-0.04,-0.00
-1.00,2.14,0.02,0.00
-1.00,2.17,0.00,0.00
-1.00,2.26,0.07,0.00
-1.00,2.22,0.01,0.00
-1.00,2.26,0.05,0.00
-1.00,2.21,-0.01,-0.00
-1.00,2.40,0.07,0.00
-1.00,2.76,0.02,0.00
-1.00,2.75,-0.19,-0.01
-1.00,2.26,-0.20,-0.01
-1.00,1.94,0.13,0.00
-1.00,1.92,0.26,0.02
-1.00,2.09,0.12,0.00
-1.00,2.11,-0.13,-0.00
-1.00,2.08,-0.15,-0.00
-1.00,1.91,-0.11,-0.00
-1.00,1.83,0.05,0.00
-1.00,1.65,0.04,0.00
-1.00,1.52,0.07,0.00
-1.00,1.33,0.02,0.00
-1.00,1.29,0.05,0.00
-1.00,1.28,-0.01,-0.00
-1.00,1.50,0.01,0.00
-1.00,1.69,-0.07,-0.00
-1.00,2.05,-0.03,-0.00
-1.00,2.27,-0.09,-0.00
-1.00,2.53,-0.00,-0.00
-1.00,2.63,-0.00,-0.00
-1.00,2.72,0.06,0.00
-1.00,2.66,0.04,0.00
-1.00,2.69,0.09,0.00
-1.00,2.65,0.02,0.00
-1.00,2.71,0.01,0.00
